query_file,NumberOfLines,NumberOfKeywords,Keywords, ,qlever_NumberOfResult,qlever_Class,qlever_Time,qlever_Error,  ,fuseki_NumberOfResult,fuseki_Class,fuseki_Time,fuseki_Error,   ,neptune_NumberOfResult,neptune_Class,neptune_Time,neptune_Error,    ,stardog_NumberOfResult,stardog_Class,stardog_Time,stardog_Error,     ,graphdb_NumberOfResult,graphdb_Class,graphdb_Time,graphdb_Error,      ,rdfox_NumberOfResult,rdfox_Class,rdfox_Time,rdfox_Error,       ,rdfox_adjusted_NumberOfResult,rdfox_adjusted_Class,rdfox_adjusted_Time,rdfox_adjusted_Error,        ,median,Arithmetic Mean,std,results_std
Query_148.sparql,9,7,"{'select': 1, 'where': 1, 'optional': 5}", ,942.0,Success,0.0040238999999999,, ,942.0,Success,2.1317018,, ,942.0,Success,0.0776452,, ,942.0,Success,0.0379807999999999,, ,942.0,Success,0.0151924,, ,942.0,Success,0.0044497,, ,942.0,Success,0.001791004,, ,0.0151924,0.3246835434285714,0.7972826837740778,0.0
Query_149.sparql,6,2,"{'select': 1, 'where': 1}", ,3.0,Success,0.003765,, ,3.0,Success,0.0094278,, ,3.0,Success,0.0581615,, ,3.0,Success,0.0783073,, ,3.0,Success,0.0037747999999999,, ,3.0,Success,0.0019787,, ,3.0,Success,0.000796427,, ,0.0037747999999999,0.022315932428571415,0.0320172993265109,0.0
Query_150.sparql,8,6,"{'select': 1, 'where': 1, 'optional': 4}", ,2.0,Success,0.0022115,, ,2.0,Success,0.0064945,, ,2.0,Success,0.0189745,, ,2.0,Success,0.0050656,, ,2.0,Success,0.0019892,, ,2.0,Success,0.0016278,, ,2.0,Success,0.00065519,, ,0.0022115,0.005288327142857143,0.006377464382978327,0.0
Query_151.sparql,7,3,"{'select': 1, 'where': 1, 'filter': 1}", ,127.0,Success,0.0059914,, ,127.0,Success,1.1278639,, ,127.0,Success,0.0564124,, ,127.0,Success,0.1743389,, ,127.0,Success,0.0063584,, ,127.0,Success,0.0019728,, ,127.0,Success,0.000794052,, ,0.0063584,0.19624740742857144,0.41556044926822794,0.0
Query_152.sparql,8,3,"{'select': 1, 'where': 1, 'values': 1}", ,0.0,Success,0.0259575,Empty Response, ,0.0,Success,0.011601,Empty Response, ,0.0,Success,0.040183,Empty Response, ,0.0,Success,0.0141334999999999,Empty Response, ,0.0,Success,0.0051189,Empty Response, ,0.0,Success,0.0017707,Empty Response, ,0.0,Success,0.000712707,Empty Response, ,0.011601,0.014211043857142844,0.014369959480923998,0.0
Query_153.sparql,7,9,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'filter': 2, 'TermFunc': 2, 'groupby': 1}", ,,Error,600.0,"ParseException, cause: Expected '.' but got 'filter' in the input at pos 111 : filter (lang(?genderlabel) = ""en"") .
   ?subj rdfs:label ?label filter (lang(?label) = ""en"")
}
GROUP BY ?genderlabel", ,2.0,Success,0.1683374,, ,2.0,Success,0.8348174,, ,2.0,Success,0.2253073,, ,2.0,Success,0.1440148,, ,2.0,Success,0.0187681,, ,2.0,Success,0.00755416,, ,0.1683374,85.91411416571431,226.6907409079474,0.0
Query_154.sparql,11,20,"{'select': 1, 'distinct': 1, 'DateFunc': 2, 'as': 2, 'where': 1, 'PropertyPath': 2, 'optional': 5, 'filter': 2, 'TermFunc': 2, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Unexpected input: YEAR(?inception) AS ?start) (YEAR(?dissolution) AS ?end)
WHERE
{
  ?item wdt:P31/wdt:P279* wd:Q1752346 .
  OPTIONAL { ?item wdt:P1342 ?seats . }
  OPTIONAL {
    ?item wdt:P1001 ?j .
    ?j rdfs:label ?jurisdiction filter (lang(?jurisdiction) = ""en"") .
  }
  OPTIONAL { ?item wdt:P571 ?inception . }
  OPTIONAL { ?item wdt:P576 ?dissolution . }
  OPTIONAL { ?item rdfs:label ?title filter (lang(?title) = ""en"") . }
}
ORDER BY DESC(?seats) ?title", ,31037.0,Success,4.5083302000000005,, ,31037.0,Success,3.2951008,, ,31037.0,Success,85.6517798,, ,31037.0,Success,2.6287231,, ,31037.0,Success,55.5602404,, ,31037.0,Success,22.36299676,, ,22.36299676,110.57245300857143,218.08923734929513,0.0
Query_155.sparql,10,13,"{'select': 1, 'distinct': 1, 'filter': 3, 'notexists': 2, 'bind': 1, 'DateFunc': 2, 'as': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,72.0,Success,0.0231771,, ,72.0,Success,0.0569308,, ,72.0,Success,0.0102764,, ,72.0,Success,0.0078588,, ,72.0,Success,0.0021631999999999,, ,72.0,Success,0.000870688,, ,0.0102764,85.72875385542856,226.77230477870089,0.0
Query_156.sparql,7,13,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'PropertyPath': 6, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: {", ,,Error,600.0,File is empty, ,,Timeout,600.0,"{""code"":""TimeLimitExceededException"",""requestId"":""2abf72a5-407d-a82c-eab2-0f919064cd6d"",""detailedMessage"":""Operation terminated (deadline exceeded)""}", ,80.0,Success,6.2983848,, ,80.0,Success,0.7607818,, ,80.0,Success,9.2819566,, ,80.0,Success,3.735987532,, ,9.2819566,260.0110158188571,318.0409466119946,0.0
Query_157.sparql,7,6,"{'select': 1, 'distinct': 1, 'where': 1, 'filter': 1, 'notexists': 1, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: NOT EXISTS { ?place wdt:P17 wd:Q142 . }
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""fr"" . }
}
ORDER BY ?countryLabel ?itemLabel", ,596.0,Success,0.2029863999999999,, ,596.0,Success,0.3214826,, ,596.0,Success,0.5291271,, ,596.0,Success,0.1027123,, ,596.0,Success,0.0126244,, ,596.0,Success,0.005081321,, ,0.2029863999999999,85.88200201728571,226.70480342343913,0.0
Query_158.sparql,7,5,"{'select': 1, 'where': 1, 'optional': 1, 'Order': 1, 'limit': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?countryLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,152.0,Success,0.0150034,, ,152.0,Success,0.0239867,, ,152.0,Success,0.0065174,, ,152.0,Success,0.0051281,, ,152.0,Success,0.0015404,, ,152.0,Success,0.000620011,, ,0.0065174,85.72182800157142,226.7753581191741,0.0
Query_159.sparql,5,6,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?sideLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,1.0,Success,0.0087051,, ,1.0,Success,0.016621,, ,1.0,Success,0.0033044999999999,, ,1.0,Success,0.0018696999999999,, ,1.0,Success,0.0012981,, ,1.0,Success,0.000522485,, ,0.0033044999999999,85.71890298357144,226.77664785255905,0.0
Query_160.sparql,5,2,"{'select': 1, 'where': 1}", ,722.0,Success,0.0056343999999999,, ,722.0,Success,0.0345858,, ,722.0,Success,0.0625186,, ,722.0,Success,0.015137,, ,722.0,Success,0.0078137,, ,722.0,Success,0.0029156,, ,722.0,Success,0.001173529,, ,0.0078137,0.01853980414285713,0.022474020474521697,0.0
Query_161.sparql,12,10,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'minus': 3, 'optional': 1, 'groupby': 1, 'Order': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?districtLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,,Error,600.0,Parse error: Variable used when already in-scope: ?image in ((AGG ?.0 SAMPLE(?image)) AS ?image), ,100.0,Success,0.5664806,, ,,Error,600.0,com.complexible.stardog.plan.eval.operator.OperatorException: Uncaught error during query evaluation: IllegalStateException: The iterator has been closed, ,100.0,Success,24.4188022,, ,100.0,Success,0.015736,, ,100.0,Success,0.00633374,, ,24.4188022,260.71533607714287,317.48732096158,0.0
Query_162.sparql,11,16,"{'select': 1, 'distinct': 1, 'where': 1, 'union': 1, 'optional': 1, 'bind': 2, 'DateFunc': 1, 'as': 2, 'if': 1, 'filter': 2, 'TermFunc': 2, 'Order': 1}", ,,Error,600.0,"ParseException, cause: Expected '.' but got 'optional' in the input at pos 2009 : OPTIONAL { ?person wdt:P569 ?dob }
BIND(YEAR(?dob) as ?birthyear)
BIND(IF( (?birthyear < 1700), ""Pre-1700"", IF((?birthyear < 1751), ""1700-1750"", IF((?birthyear < 1801), ""1751-1800"", IF((?birthyear < 1851), ""1801-1850"", IF((?birthyear < 1901), ""1851-1900""", ,8388.0,Success,3.1118263,, ,8388.0,Success,1.9529713,, ,8388.0,Success,1.6533541,, ,8388.0,Success,22.7071481,, ,8388.0,Success,0.429776,, ,8388.0,Success,0.17298484,, ,1.9529713,90.00400866285713,225.0285201620433,0.0
Query_163.sparql,8,10,"{'select': 1, 'SetFunc': 1, 'as': 2, 'where': 1, 'filter': 1, 'bind': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?itemLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,353.0,Success,0.0195748,, ,353.0,Success,0.0340288,, ,353.0,Success,0.0263707,, ,353.0,Success,0.0151717,, ,353.0,Success,0.0026084,, ,353.0,Success,0.001049881,, ,0.0195748,85.72840061157142,226.77246003233645,0.0
Query_164.sparql,5,4,"{'select': 1, 'where': 1, 'PropertyPath': 2}", ,2.0,Success,0.0020448,, ,2.0,Success,0.0186758,, ,2.0,Success,0.0197581,, ,2.0,Success,2.7152623,, ,2.0,Success,0.0598423,, ,2.0,Success,0.0019185,, ,2.0,Success,0.000772196,, ,0.0186758,0.40261057085714286,1.019992743639743,0.0
Query_165.sparql,5,4,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1}", ,3041.0,Success,0.0063453999999999,, ,3041.0,Success,0.0672733,, ,3041.0,Success,0.1579463,, ,3041.0,Success,0.0322201,, ,3041.0,Success,0.0332508,, ,3041.0,Success,0.0083903,, ,3041.0,Success,0.003377096,, ,0.0322201,0.04411475657142856,0.05494810415652576,0.0
Query_166.sparql,9,12,"{'select': 1, 'SetFunc': 1, 'as': 2, 'where': 1, 'filter': 1, 'TermFunc': 2, 'bind': 1, 'groupby': 1, 'Order': 2}", ,,Error,600.0,aggregates like COUNT are the only 'builtInCalls' that are supported by this parser, ,12981.0,Success,2.5650504,, ,12981.0,Success,2.7516029,, ,12981.0,Success,4.1037672,, ,12981.0,Success,2.4669187,, ,12981.0,Success,0.309199,, ,12981.0,Success,0.124452598,, ,2.5650504,87.47442725685713,226.0069174900931,0.0
Query_167.sparql,14,21,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'PropertyPath': 1, 'filter': 2, 'TermFunc': 2, 'bind': 4, 'if': 4, 'as': 4}", ,,Error,600.0,"ParseException, cause: Unexpected input: true false }
  ?disease wdt:P699 ?doid;
           wdt:P279+ wd:Q18123741;
           wdt:P2176 ?drug.
  ?drug rdfs:label ?drugLabel.
    FILTER(LANG(?drugLabel) = ""en"").
  ?disease rdfs:label ?diseaseLabel.
    FILTER(LANG(?diseaseLabel) = ""en"").
  BIND(IF(?toggle,?disease,?drug) AS ?item).
  BIND(IF(?toggle,?diseaseLabel,?drugLabel) AS ?itemLabel).
  BIND(IF(?toggle,""FFA500"",""7FFF00"") AS ?rgb).
  BIND(IF(?toggle,"""",?disease) AS ?link).
}", ,1719.0,Success,9.4117977,, ,1719.0,Success,0.5888991,, ,1719.0,Success,0.3729951999999999,, ,1719.0,Success,0.2077738,, ,1719.0,Success,0.0456427,, ,1719.0,Success,0.018371187,, ,0.3729951999999999,87.23506852671429,226.1339622097927,0.0
Query_168.sparql,8,13,"{'select': 1, 'SetFunc': 2, 'as': 4, 'PropertyPath': 2, 'where': 1, 'union': 1, 'optional': 1, 'bind': 1}", ,,Error,600.0,absl::container_internal::raw_hash_map<>::at, ,1.0,Success,0.0636563,, ,1.0,Success,0.1372531,, ,1.0,Success,0.0116691,, ,1.0,Success,0.021212,, ,1.0,Success,0.0070003999999999,, ,1.0,Success,0.002817661,, ,0.021212,85.74908693728571,226.76334292221645,0.0
Query_169.sparql,7,7,"{'select': 1, 'distinct': 1, 'where': 1, 'bind': 1, 'DateFunc': 1, 'as': 1, 'filter': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: now() - ?date_modified as ?date_range)
    FILTER (?date_range < 8)
}", ,0.0,Success,0.932361,Empty Response, ,0.0,Success,0.5141329,Empty Response, ,0.0,Success,0.22052,Empty Response, ,0.0,Success,0.1400324,Empty Response, ,0.0,Success,0.2282217999999999,Empty Response, ,0.0,Success,0.091859275,Empty Response, ,0.2282217999999999,86.01816105357145,226.6448742614261,0.0
Query_170.sparql,6,6,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1, 'Order': 1}", ,,Error,600.0,absl::container_internal::raw_hash_map<>::at, ,1.0,Success,0.0175436,, ,1.0,Success,0.0478933,, ,1.0,Success,0.0074829,, ,1.0,Success,0.0064519999999999,, ,1.0,Success,0.0022722,, ,1.0,Success,0.000914561,, ,0.0074829,85.72607979442856,226.77348368166943,0.0
Query_171.sparql,5,3,"{'select': 1, 'where': 1, 'values': 1}", ,9.0,Success,0.0016098999999999,, ,9.0,Success,0.0047434,, ,9.0,Success,0.0157403,, ,9.0,Success,0.002408,, ,9.0,Success,0.0018741,, ,9.0,Success,0.0009422,, ,9.0,Success,0.000379236,, ,0.0018741,0.0039567337142857005,0.005378983011892054,0.0
Query_172.sparql,15,6,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'union': 2}", ,,Error,600.0,"ParseException, cause: Expected a token of type IRI but got a token of type KEYWORD (union) in the input at pos 2413 : UNION
    {?item p:P3354 ?o . # negative therapeutic predictor
     ?o pq:P2175 wd:Q1164529 .}
     
  #SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" }
}", ,10.0,Success,0.1213905999999999,, ,10.0,Success,0.0185817,, ,10.0,Success,0.0041567,, ,10.0,Success,0.0088577,, ,10.0,Success,0.0041111,, ,10.0,Success,0.001654718,, ,0.0088577,85.73696464542859,226.7686873777085,0.0
Query_173.sparql,8,3,"{'select': 1, 'distinct': 1, 'where': 1}", ,1320.0,Success,0.0086923,, ,,Error,600.0,}BlockMgrMapped.segmentAllocate: Segment = 20024 : Offset = 167973486592, ,1320.0,Success,0.3473424,, ,1320.0,Success,0.2556715,, ,1320.0,Success,0.193818,, ,1320.0,Success,0.0236014,, ,1320.0,Success,0.009499564,, ,0.193818,85.83408930914284,226.72589474597967,0.0
Query_174.sparql,8,7,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'values': 1, 'groupby': 1, 'Order': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?prognostic_typeLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,1.0,Success,0.0986379,, ,1.0,Success,0.0502235,, ,1.0,Success,0.0086848,, ,1.0,Success,0.0159932,, ,1.0,Success,0.0016209,, ,1.0,Success,0.000652412,, ,0.0159932,85.73940181600001,226.76761137771925,0.0
Query_175.sparql,4,2,"{'select': 1, 'where': 1}", ,25111.0,Success,0.0328515,, ,25111.0,Success,0.9023619,, ,25111.0,Success,0.4584316,, ,25111.0,Success,0.1744351999999999,, ,25111.0,Success,0.2976339,, ,25111.0,Success,0.2326422,, ,25111.0,Success,0.093638486,, ,0.2326422,0.31314211228571426,0.2946732684416674,0.0
Query_176.sparql,11,9,"{'select': 1, 'where': 1, 'minus': 1, 'optional': 3, 'PropertyPath': 1, 'Order': 2}", ,100000.0,Error,600.0,, ,,Error,600.0,File is empty, ,,Success,14.094601399999998,Incomplete result, ,,Timeout,600.0,com.complexible.stardog.plan.eval.operator.OperatorException$Cancelled: Query execution cancelled: Execution time exceeded query timeout 300000, ,521424.0,Success,25.6862698,, ,521424.0,Success,6.049964699999999,, ,521424.0,Success,2.435110792,, ,25.6862698,264.0379923845714,314.34814673250924,210712.0
Query_178.sparql,4,4,"{'select': 1, 'where': 1, 'optional': 2}", ,100000.0,Error,600.0,, ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,,Success,29.6560496,Incomplete result, ,,Success,83.6848348,Incomplete result, ,1419950.0,Success,60.6024325,, ,3402988.0,Success,13.502037,, ,3402988.0,Success,5.434569893,, ,60.6024325,198.98284625614286,275.2598516256953,1618296.606457852
Query_179.sparql,3,2,"{'select': 1, 'where': 1}", ,670.0,Success,0.0023856,, ,670.0,Success,0.8519081,, ,670.0,Success,0.0350223,, ,670.0,Success,0.0067022,, ,670.0,Success,0.0065555,, ,670.0,Success,0.002109,, ,670.0,Success,0.000848873,, ,0.0065555,0.12936165328571428,0.3188342475791109,0.0
Query_180.sparql,15,12,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1, 'optional': 2, 'filter': 2, 'TermFunc': 2, 'Order': 2}", ,4.0,Success,0.0488617,, ,,Timeout,600.0,Query timed out, ,4.0,Success,0.0259841,, ,4.0,Success,0.0634714,, ,4.0,Success,0.0035252,, ,4.0,Success,0.0013705,, ,4.0,Success,0.000551626,, ,0.0259841,85.73482350371428,226.76962883705573,0.0
Query_181.sparql,4,5,"{'select': 1, 'SetFunc': 1, 'as': 1, 'where': 1, 'groupby': 1}", ,,Error,600.0,"BAD QUERY (Groupby variable ?citationLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,3267.0,Success,0.0516795,, ,3267.0,Success,0.0543574,, ,3267.0,Success,0.0304896999999999,, ,3267.0,Success,0.0182674,, ,3267.0,Success,0.0053659,, ,3267.0,Success,0.002159775,, ,0.0304896999999999,85.7374742392857,226.76845955722825,0.0
Query_182.sparql,13,17,"{'select': 3, 'where': 3, 'distinct': 2, 'SetFunc': 2, 'as': 2, 'groupby': 2, 'optional': 1, 'Order': 2}", ,,,0.0030466,, ,,,10.7151962,, ,,,0.5660973,, ,,,0.2366127999999999,, ,,,0.0016552,, ,,,0.0010498999999999,, ,,,0.000422585,, ,0.0030466,1.6462972264285711,4.00457723055313,
Query_183.sparql,9,13,"{'select': 1, 'SetFunc': 1, 'distinct': 1, 'as': 1, 'where': 1, 'values': 1, 'PropertyPath': 1, 'union': 1, 'optional': 2, 'groupby': 1, 'Order': 2}", ,,Error,600.0,"BAD QUERY (Groupby variable ?pathwayLabel is not groupable; in ../src/engine/GroupBy.cpp, line 283, function virtual void GroupBy::computeResult(ResultTable*))", ,7796.0,Success,12.5090212,, ,7796.0,Success,4.9264072,, ,7796.0,Success,1.1845580999999998,, ,7796.0,Success,3.2511421,, ,7796.0,Success,0.4386398999999999,, ,7796.0,Success,0.17655256,, ,3.2511421,88.92661729428572,225.4023583631675,0.0
Query_184.sparql,14,8,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 3, 'PropertyPath': 1, 'union': 1}", ,,Error,600.0,"BAD QUERY (Could not find a suitable execution tree. Likely cause: Queries that require joins of the full index with itself are not supported at the moment.; in ../src/engine/QueryPlanner.cpp, line 2287, function std::vector<std::vector<QueryPlanner::SubtreePlan> > QueryPlanner::fillDpTab(const QueryPlanner::TripleGraph&, const std::vector<SparqlFilter>&, const std::vector<std::vector<QueryPlanner::SubtreePlan> >&))", ,,Timeout,600.0,Query timed out, ,4.0,Success,0.2906142,, ,4.0,Success,0.0552511,, ,4.0,Success,0.8573079,, ,,Timeout,600.0,Request exceeded the time limit of 300000 ms., ,,Timeout,600.0,Request exceeded the time limit of 300000 ms., ,600.0,343.02902474285713,320.4992043083942,0.0
Query_185.sparql,4,4,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1}", ,1.0,Success,0.0017538,, ,1.0,Success,0.0067636,, ,1.0,Success,0.0159984,, ,1.0,Success,0.0026538,, ,1.0,Success,0.0019130999999999,, ,1.0,Success,0.0010523,, ,1.0,Success,0.000423551,, ,0.0019130999999999,0.004365507285714271,0.005528059661373508,0.0
Query_186.sparql,4,4,"{'select': 1, 'distinct': 1, 'where': 1, 'values': 1}", ,1.0,Success,0.0017174999999999,, ,1.0,Success,0.0049857,, ,1.0,Success,0.0162364,, ,1.0,Success,0.002657,, ,1.0,Success,0.0017078,, ,1.0,Success,0.0010113,, ,1.0,Success,0.000407048,, ,0.0017174999999999,0.0041032497142857,0.005548809688870277,0.0
Query_187.sparql,9,5,"{'select': 1, 'where': 1, 'PropertyPath': 2, 'limit': 1}", ,,Error,600.0,"NOT YET IMPLEMENTED (The property path (<http://www.wikidata.org/prop/direct/P279>)* can evaluate to the empty path which is not yet supported.; in ../src/engine/QueryPlanner.cpp, line 1487, function std::vector<QueryPlanner::SubtreePlan> QueryPlanner::seedFromPropertyPathTriple(const SparqlTriple&))", ,0.0,Success,87.66695949999999,Empty Response, ,0.0,Success,0.0191529,Empty Response, ,0.0,Success,13.7330525,Empty Response, ,0.0,Success,24.3786848,Empty Response, ,0.0,Success,0.3158944,Empty Response, ,0.0,Success,0.127147496,Empty Response, ,13.7330525,103.74869879942857,221.02864882034694,0.0
Query_188.sparql,5,5,"{'select': 1, 'where': 1, 'PropertyPath': 1, 'optional': 2}", ,,Error,600.0,"ParseException, cause: Expected '.' but got 'optional' in the input at pos 1880 : OPTIONAL { ?item wdt:P171 ?linkTo }
  OPTIONAL { ?item wdt:P18 ?pic }
  #SERVICE wikibase:label {bd:serviceParam wikibase:language ""en"" }
}", ,85.0,Success,0.0115889,, ,85.0,Success,0.0276411999999999,, ,85.0,Success,0.0036703,, ,85.0,Success,0.0028811,, ,85.0,Success,0.0014798,, ,85.0,Success,0.00059562,, ,0.0036703,85.72112241714284,226.77566930172478,0.0
Query_189.sparql,5,3,"{'select': 1, 'where': 1, 'PropertyPath': 1}", ,,Error,600.0,"NOT YET IMPLEMENTED (The property path (<http://www.wikidata.org/prop/direct/P171>)* can evaluate to the empty path which is not yet supported.; in ../src/engine/QueryPlanner.cpp, line 1487, function std::vector<QueryPlanner::SubtreePlan> QueryPlanner::seedFromPropertyPathTriple(const SparqlTriple&))", ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,4711.0,Success,0.2741912999999999,, ,4711.0,Success,0.0636671,, ,4711.0,Success,0.0606411,, ,,Success,22.1745936,Incomplete result, ,,Success,8.925273924,Incomplete result, ,8.925273924,175.92833814628574,289.80338015260685,0.0
Query_190.sparql,6,3,"{'select': 1, 'where': 1, 'Order': 1}", ,6074.0,Success,0.0181669,, ,6074.0,Success,32.323585200000004,, ,6074.0,Success,1.0243169,, ,6074.0,Success,0.4813952999999999,, ,6074.0,Success,0.6170541,, ,6074.0,Success,4.5256146,, ,6074.0,Success,1.821559877,, ,1.0243169,5.830241839571428,11.778040591603329,0.0
Query_191.sparql,6,7,"{'select': 1, 'distinct': 1, 'StringFunc': 1, 'as': 1, 'where': 1, 'optional': 1, 'PropertyPath': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: CONCAT(""https://twitter.com/"",?twitterName) AS ?twitterlink) ?pic
WHERE {
  ?person wdt:P2002 ?twitterName ;
    wdt:P106 ?occupation .
  OPTIONAL { ?person wdt:P18 ?pic . }
  ?occupation wdt:P279* wd:Q864503 . # all subclasses of biologists
   #SERVICE wikibase:label {
#     bd:serviceParam wikibase:language ""en""
#   }
}", ,1522.0,Success,84.6808218,, ,1522.0,Success,0.4928453,, ,1522.0,Success,1.0881112,, ,1522.0,Success,0.2166996,, ,1522.0,Success,1.3991615,, ,1522.0,Success,0.563162504,, ,1.0881112,98.3486859862857,223.40819963324947,0.0
Query_192.sparql,11,22,"{'select': 2, 'where': 2, 'filter': 4, 'TermFunc': 5, 'StringFunc': 5, 'PropertyPath': 2, 'bind': 1, 'as': 1}", ,,Error,600.0,"ParseException, cause: Error in SELECT: unexpected token: *", ,,Timeout,600.0,##  Query cancelled due to timeout during execution   ##, ,143.0,Success,5.0836277,, ,143.0,Success,22.3001789,, ,143.0,Success,40.7697343,, ,,Timeout,600.0,Request exceeded the time limit of 300000 ms., ,,Timeout,600.0,Request exceeded the time limit of 300000 ms., ,600.0,352.59336298571424,308.7422752430218,0.0
Query_193.sparql,6,3,"{'select': 1, 'where': 1, 'Order': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?moleculeLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,1737.0,Success,0.0887785,, ,1737.0,Success,0.1163175,, ,1737.0,Success,0.0249939,, ,1737.0,Success,0.0470059,, ,1737.0,Success,0.0077426,, ,1737.0,Success,0.003116397,, ,0.0470059,85.75542211385716,226.76054821544378,0.0
Query_194.sparql,7,4,"{'select': 1, 'where': 1, 'filter': 1, 'TermFunc': 1}", ,0.0,Success,0.0020874,Empty Response, ,0.0,Success,0.0059312,Empty Response, ,0.0,Success,0.0156878999999999,Empty Response, ,0.0,Success,0.0033478,Empty Response, ,0.0,Success,0.0016964,Empty Response, ,0.0,Success,0.0010772,Empty Response, ,0.0,Success,0.000433573,Empty Response, ,0.0020874,0.004323067571428558,0.005326945172209639,0.0
Query_195.sparql,16,14,"{'select': 2, 'where': 2, 'distinct': 2, 'SetFunc': 1, 'as': 1, 'filter': 2, 'in': 1, 'StringFunc': 1, 'TermFunc': 1, 'groupby': 1}", ,,Error,600.0,"ParseException, cause: Unexpected input: IN (
               wd:Q11394,  #Endangered
               wd:Q219127, #critcally endangered
               wd:Q278113  #vulnurable
              ) 
          ).
  
        # Only return common names in English
        FILTER(LANGMATCHES(LANG(?common_name), ""en"")) 
      }
      group by ?animal
   }.
   ?animal wdt:P141 ?status.
   #SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"". }
}", ,9689.0,Success,0.8529621000000001,, ,9689.0,Success,0.7921395,, ,139880.0,Success,5.115126200000001,, ,9689.0,Success,0.5250718,, ,9689.0,Success,0.2802487,, ,9689.0,Success,0.112800102,, ,0.7921395,86.81119262885714,226.30164395832892,53150.25318378079
Query_196.sparql,6,5,"{'select': 1, 'distinct': 1, 'where': 1, 'optional': 1, 'Order': 1}", ,12467.0,Success,0.0200796,, ,12467.0,Success,0.5005043,, ,12467.0,Success,0.6043369000000001,, ,12467.0,Success,0.1322424,, ,12467.0,Success,0.2629331,, ,12467.0,Success,0.0386597,, ,12467.0,Success,0.015560529,, ,0.1322424,0.22490236128571425,0.2416684707311686,0.0
Query_197.sparql,5,5,"{'select': 1, 'distinct': 1, 'where': 1, 'optional': 1, 'Order': 1}", ,,Error,600.0,"CHECK FAILED (Variable could not be mapped to result column. Var: ?standardLabel; in ../src/engine/QueryExecutionTree.cpp, line 77, function size_t QueryExecutionTree::getVariableColumn(const string&) const)", ,119.0,Success,0.0076958,, ,119.0,Success,0.019393,, ,119.0,Success,0.0037649999999999,, ,119.0,Success,0.0034678,, ,119.0,Success,0.0012914,, ,119.0,Success,0.000519789,, ,0.0037649999999999,85.71944754128572,226.77640774412208,0.0
